NAME	GS<br> follow link to MSigDB	GS DETAILS	SIZE	ES	NES	NOM p-val	FDR q-val	FWER p-val	RANK AT MAX	LEADING EDGE	
SEP00020	SEP00020	Details ...	28	-0.78252584	-2.7151022	0.0	0.0	0.0	257	tags=71%, list=11%, signal=80%	
SEP03010	SEP03010	Details ...	73	-0.59803754	-2.4978669	0.0	0.0	0.0	309	tags=34%, list=14%, signal=38%	
SEP00190	SEP00190	Details ...	24	-0.69360256	-2.2500205	0.0	0.0	0.0	267	tags=54%, list=12%, signal=61%	
SEP00640	SEP00640	Details ...	24	-0.66909975	-2.1425328	0.0	7.125E-4	0.002	280	tags=50%, list=12%, signal=57%	
SEP00785	SEP00785	Details ...	21	-0.6639901	-2.0894053	0.0017636684	0.0010996651	0.004	278	tags=52%, list=12%, signal=59%	
SEP00650	SEP00650	Details ...	19	-0.61385846	-1.8760964	0.0035587188	0.0072957943	0.032	560	tags=53%, list=25%, signal=69%	
SEP00620	SEP00620	Details ...	47	-0.48767793	-1.8561082	0.0	0.007793688	0.04	365	tags=38%, list=16%, signal=45%	
SEP00561	SEP00561	Details ...	19	-0.58756113	-1.7919147	0.0	0.013827242	0.078	134	tags=32%, list=6%, signal=33%	
SEP00220	SEP00220	Details ...	20	-0.5619034	-1.7430272	0.0053667263	0.021333022	0.131	533	tags=60%, list=24%, signal=78%	
SEP00630	SEP00630	Details ...	23	-0.52878463	-1.7404398	0.0076045627	0.01974245	0.134	232	tags=30%, list=10%, signal=34%	
SEP00010	SEP00010	Details ...	37	-0.47398865	-1.7181809	0.0018416207	0.021495499	0.159	305	tags=38%, list=14%, signal=43%	
SEP00860	SEP00860	Details ...	16	-0.5322279	-1.5458708	0.03717472	0.071203545	0.461	934	tags=88%, list=42%, signal=149%	
SEP02024	SEP02024	Details ...	49	-0.38860178	-1.4996375	0.025510205	0.09082226	0.566	464	tags=41%, list=21%, signal=50%	
SEP00250	SEP00250	Details ...	19	-0.47354883	-1.4570379	0.06921676	0.11022192	0.679	577	tags=42%, list=26%, signal=56%	
SEP00680	SEP00680	Details ...	16	-0.4277045	-1.2667911	0.18600368	0.28195712	0.964	264	tags=38%, list=12%, signal=42%	
SEP02020	SEP02020	Details ...	65	-0.30334347	-1.2427186	0.1295972	0.29724115	0.977	453	tags=35%, list=20%, signal=43%	
SEP00260	SEP00260	Details ...	30	-0.35499203	-1.2090962	0.21941748	0.32453978	0.987	264	tags=37%, list=12%, signal=41%	
SEP03440	SEP03440	Details ...	20	-0.29962036	-0.9288484	0.5496324	0.8426831	1.0	802	tags=55%, list=36%, signal=85%	
SEP00790	SEP00790	Details ...	22	-0.28737235	-0.92021847	0.5701275	0.81938034	1.0	602	tags=41%, list=27%, signal=55%	
SEP00270	SEP00270	Details ...	24	-0.25431338	-0.8326389	0.7046729	0.96550083	1.0	262	tags=21%, list=12%, signal=23%	
SEP00970	SEP00970		28	-0.24548271	-0.82480407	0.718638	0.936541	1.0	633	tags=46%, list=28%, signal=64%	
SEP00030	SEP00030		21	-0.26168078	-0.81981164	0.7395264	0.9029673	1.0	734	tags=52%, list=33%, signal=77%	
SEP00520	SEP00520		20	-0.2628941	-0.81717175	0.7402344	0.86904067	1.0	238	tags=20%, list=11%, signal=22%	
SEP00564	SEP00564		17	-0.25918752	-0.7764437	0.7481618	0.8990831	1.0	5	tags=6%, list=0%, signal=6%	
SEP03430	SEP03430		17	-0.261757	-0.7648177	0.7757009	0.8804486	1.0	854	tags=71%, list=38%, signal=113%	
SEP03060	SEP03060		17	-0.22136867	-0.66467094	0.89341086	0.95842236	1.0	501	tags=24%, list=22%, signal=30%	
SEP00061	SEP00061		15	-0.16756557	-0.48361218	0.9942857	0.9948943	1.0	713	tags=33%, list=32%, signal=48%	
