NAME	GS<br> follow link to MSigDB	GS DETAILS	SIZE	ES	NES	NOM p-val	FDR q-val	FWER p-val	RANK AT MAX	LEADING EDGE	
SEP00190	SEP00190	Details ...	24	-0.7592499	-2.4496677	0.0	0.0	0.0	307	tags=67%, list=14%, signal=76%	
SEP00020	SEP00020	Details ...	28	-0.731254	-2.4430394	0.0	0.0	0.0	423	tags=75%, list=19%, signal=91%	
SEP00640	SEP00640	Details ...	24	-0.68957436	-2.2512224	0.0	0.0	0.0	247	tags=54%, list=11%, signal=60%	
SEP00620	SEP00620	Details ...	47	-0.5770734	-2.166958	0.0	2.9545455E-4	0.001	423	tags=45%, list=19%, signal=54%	
SEP00650	SEP00650	Details ...	19	-0.69568175	-2.114013	0.0	5.100479E-4	0.002	403	tags=53%, list=18%, signal=64%	
SEP00860	SEP00860	Details ...	16	-0.6914804	-1.9902627	0.0	0.001666624	0.008	382	tags=56%, list=17%, signal=67%	
SEP00010	SEP00010	Details ...	37	-0.55288655	-1.9872956	0.0	0.0014285349	0.008	247	tags=41%, list=11%, signal=45%	
SEP00785	SEP00785	Details ...	21	-0.6420695	-1.9808478	0.0	0.0014210206	0.009	447	tags=67%, list=20%, signal=82%	
SEP00561	SEP00561	Details ...	19	-0.64285654	-1.9694965	0.0	0.001433064	0.01	111	tags=32%, list=5%, signal=33%	
SEP00630	SEP00630	Details ...	23	-0.6107834	-1.9406111	0.0	0.0016447925	0.013	509	tags=57%, list=23%, signal=72%	
SEP00260	SEP00260	Details ...	30	-0.5401219	-1.8992039	0.0037950664	0.002774139	0.024	379	tags=53%, list=17%, signal=63%	
SEP00220	SEP00220	Details ...	20	-0.5880599	-1.8009175	0.009107468	0.00790527	0.071	516	tags=55%, list=23%, signal=71%	
SEP02020	SEP02020	Details ...	65	-0.4472275	-1.794417	0.0017035775	0.007901473	0.076	615	tags=46%, list=27%, signal=62%	
SEP00270	SEP00270	Details ...	24	-0.536946	-1.7265453	0.011516315	0.013707343	0.14	175	tags=33%, list=8%, signal=36%	
SEP00680	SEP00680	Details ...	16	-0.4676966	-1.3540927	0.11413044	0.17624007	0.877	192	tags=25%, list=9%, signal=27%	
SEP03440	SEP03440	Details ...	20	-0.42670718	-1.3283552	0.117082536	0.1893822	0.91	629	tags=50%, list=28%, signal=69%	
SEP00061	SEP00061	Details ...	15	-0.3986533	-1.1503348	0.2601476	0.40882915	0.998	58	tags=13%, list=3%, signal=14%	
SEP00030	SEP00030	Details ...	21	-0.3543829	-1.1143698	0.30866426	0.44263843	0.998	845	tags=48%, list=38%, signal=76%	
SEP00564	SEP00564	Details ...	17	-0.336518	-0.99349225	0.48	0.6380527	1.0	395	tags=24%, list=18%, signal=28%	
SEP03430	SEP03430	Details ...	17	-0.33132833	-0.97466546	0.48320895	0.6389607	1.0	322	tags=24%, list=14%, signal=27%	
SEP00770	SEP00770		18	-0.2962521	-0.88031465	0.6291513	0.79147667	1.0	348	tags=22%, list=15%, signal=26%	
SEP00790	SEP00790		22	-0.2668056	-0.84506303	0.6812081	0.82098293	1.0	574	tags=32%, list=26%, signal=42%	
SEP00550	SEP00550		26	-0.23902224	-0.7922594	0.763986	0.8746191	1.0	632	tags=35%, list=28%, signal=48%	
SEP03018	SEP03018		15	-0.2634426	-0.7466718	0.8171206	0.90572006	1.0	541	tags=33%, list=24%, signal=44%	
SEP00520	SEP00520		20	-0.23746218	-0.7415977	0.82206404	0.8762086	1.0	193	tags=15%, list=9%, signal=16%	
SEP03030	SEP03030		16	-0.2506793	-0.71251935	0.8543517	0.8748158	1.0	739	tags=44%, list=33%, signal=65%	
