NAME	GS<br> follow link to MSigDB	GS DETAILS	SIZE	ES	NES	NOM p-val	FDR q-val	FWER p-val	RANK AT MAX	LEADING EDGE	
GO:0032196	GO:0032196	Details ...	17	0.6662518	1.975995	0.0	0.02533636	0.032	393	tags=59%, list=18%, signal=71%	
GO:0008033	GO:0008033	Details ...	32	0.56074184	1.9030203	0.0	0.0409216	0.106	363	tags=44%, list=16%, signal=52%	
GO:0015074	GO:0015074	Details ...	15	0.67120063	1.8905135	0.0019762847	0.031585515	0.124	393	tags=60%, list=18%, signal=72%	
GO:0006396	GO:0006396	Details ...	42	0.50492364	1.8402382	0.0	0.046211526	0.223	363	tags=38%, list=16%, signal=45%	
GO:0006400	GO:0006400	Details ...	25	0.56612164	1.831031	0.0042735045	0.0413088	0.247	476	tags=48%, list=21%, signal=60%	
GO:0090304	GO:0090304	Details ...	144	0.37206635	1.7231747	0.0	0.10191602	0.583	394	tags=28%, list=18%, signal=32%	
GO:0009451	GO:0009451	Details ...	40	0.45531857	1.6542387	0.003968254	0.16287401	0.793	476	tags=38%, list=21%, signal=47%	
GO:0034470	GO:0034470	Details ...	51	0.42933735	1.6536703	0.0062111802	0.14395797	0.799	363	tags=31%, list=16%, signal=37%	
GO:0034660	GO:0034660	Details ...	46	0.43023756	1.6264836	0.00203666	0.15882894	0.862	363	tags=35%, list=16%, signal=41%	
GO:0006310	GO:0006310	Details ...	42	0.4434405	1.6143012	0.004	0.15886894	0.887	122	tags=21%, list=5%, signal=22%	
GO:0140097	GO:0140097	Details ...	52	0.4166663	1.5996459	0.0	0.1611804	0.918	375	tags=33%, list=17%, signal=38%	
GO:0006399	GO:0006399	Details ...	42	0.4230359	1.5646614	0.018789144	0.19304013	0.963	363	tags=36%, list=16%, signal=42%	
GO:0140640	GO:0140640	Details ...	81	0.36012664	1.5249907	0.011450382	0.23957273	0.987	375	tags=27%, list=17%, signal=31%	
GO:0006220	GO:0006220	Details ...	16	0.5164069	1.4870957	0.0513347	0.29042843	0.995	620	tags=63%, list=28%, signal=86%	
GO:0016791	GO:0016791	Details ...	16	0.5080546	1.464392	0.06560636	0.31751812	1.0	338	tags=38%, list=15%, signal=44%	
GO:0003677	GO:0003677	Details ...	179	0.30946618	1.4555241	0.009310987	0.31550294	1.0	296	tags=22%, list=13%, signal=24%	
GO:0006139	GO:0006139	Details ...	108	0.32714263	1.4514635	0.015841585	0.3047892	1.0	363	tags=25%, list=16%, signal=28%	
GO:0006259	GO:0006259	Details ...	113	0.3196428	1.447966	0.011278195	0.29539716	1.0	394	tags=26%, list=18%, signal=30%	
GO:0042578	GO:0042578	Details ...	20	0.4541125	1.4400802	0.066390045	0.29347342	1.0	560	tags=50%, list=25%, signal=66%	
GO:0016070	GO:0016070	Details ...	75	0.34987307	1.4389516	0.031311154	0.28058174	1.0	363	tags=28%, list=16%, signal=32%	
GO:0016765	GO:0016765		16	0.48913175	1.4264604	0.08057851	0.28974614	1.0	595	tags=56%, list=27%, signal=76%	
GO:0003700	GO:0003700		52	0.365372	1.4197129	0.029469548	0.28893623	1.0	303	tags=31%, list=14%, signal=35%	
GO:0043412	GO:0043412		48	0.3741663	1.4111402	0.045548655	0.29165837	1.0	476	tags=31%, list=21%, signal=39%	
GO:0140110	GO:0140110		54	0.35844195	1.3890468	0.046558704	0.3190237	1.0	303	tags=30%, list=14%, signal=33%	
GO:0045229	GO:0045229		34	0.38290918	1.357551	0.08565737	0.36861053	1.0	640	tags=53%, list=29%, signal=73%	
GO:0071555	GO:0071555		34	0.38290918	1.3389198	0.08768267	0.39444464	1.0	640	tags=53%, list=29%, signal=73%	
GO:0006022	GO:0006022		24	0.41718853	1.3362237	0.10176125	0.38566723	1.0	351	tags=29%, list=16%, signal=34%	
GO:0071554	GO:0071554		47	0.34485275	1.3074692	0.087576374	0.43487492	1.0	439	tags=32%, list=20%, signal=39%	
GO:0030203	GO:0030203		25	0.39400104	1.2687082	0.1597633	0.5207426	1.0	351	tags=28%, list=16%, signal=33%	
GO:0000270	GO:0000270		25	0.3940011	1.264243	0.17131475	0.5155692	1.0	351	tags=28%, list=16%, signal=33%	
GO:0006355	GO:0006355		97	0.2886088	1.2554399	0.10934394	0.52340883	1.0	303	tags=22%, list=14%, signal=24%	
GO:2001141	GO:2001141		98	0.2844924	1.2465405	0.09774436	0.53123	1.0	303	tags=21%, list=14%, signal=24%	
GO:0008360	GO:0008360		27	0.3536671	1.2135	0.16774194	0.61413157	1.0	674	tags=48%, list=30%, signal=68%	
GO:0097159	GO:0097159		272	0.24292605	1.2111064	0.06822612	0.6039752	1.0	296	tags=18%, list=13%, signal=19%	
GO:1901363	GO:1901363		272	0.24292605	1.210552	0.061797753	0.5883337	1.0	296	tags=18%, list=13%, signal=19%	
GO:0003676	GO:0003676		304	0.23921257	1.2037184	0.078899086	0.5943112	1.0	298	tags=19%, list=13%, signal=19%	
GO:0006508	GO:0006508		42	0.32832974	1.1985071	0.19615385	0.5928721	1.0	540	tags=40%, list=24%, signal=52%	
GO:0016866	GO:0016866		18	0.4016299	1.1899656	0.22157995	0.6039346	1.0	116	tags=17%, list=5%, signal=17%	
GO:0010468	GO:0010468		103	0.27237055	1.1863291	0.16167665	0.5995804	1.0	303	tags=20%, list=14%, signal=23%	
GO:0006024	GO:0006024		21	0.36978304	1.1681281	0.24501993	0.6407782	1.0	351	tags=29%, list=16%, signal=34%	
GO:1901293	GO:1901293		32	0.3343893	1.166113	0.2264151	0.6317318	1.0	647	tags=53%, list=29%, signal=74%	
GO:0022604	GO:0022604		27	0.3536671	1.1594604	0.24900399	0.63663363	1.0	674	tags=48%, list=30%, signal=68%	
GO:0009252	GO:0009252		21	0.36978304	1.1543393	0.26899385	0.63711536	1.0	351	tags=29%, list=16%, signal=34%	
GO:0016043	GO:0016043		53	0.29386732	1.1496558	0.21383648	0.63744056	1.0	640	tags=42%, list=29%, signal=57%	
GO:0008233	GO:0008233		49	0.30418065	1.1406319	0.22088353	0.6511573	1.0	540	tags=39%, list=24%, signal=50%	
GO:0051716	GO:0051716		21	0.36630043	1.1391364	0.27962962	0.64162755	1.0	172	tags=14%, list=8%, signal=15%	
GO:0004519	GO:0004519		24	0.34473896	1.1387845	0.25	0.6287566	1.0	293	tags=25%, list=13%, signal=28%	
GO:0006023	GO:0006023		21	0.36978304	1.1334419	0.29979467	0.6314285	1.0	351	tags=29%, list=16%, signal=34%	
GO:0016798	GO:0016798		15	0.3870417	1.1114837	0.3204301	0.68569124	1.0	360	tags=27%, list=16%, signal=32%	
GO:0006644	GO:0006644		16	0.37708795	1.100708	0.3340122	0.706332	1.0	489	tags=38%, list=22%, signal=48%	
GO:0008654	GO:0008654		16	0.37708792	1.0762339	0.3487395	0.77349293	1.0	489	tags=38%, list=22%, signal=48%	
GO:0034654	GO:0034654		47	0.28387436	1.0695587	0.35555556	0.7818318	1.0	351	tags=21%, list=16%, signal=25%	
GO:0071705	GO:0071705		48	0.27593142	1.0480103	0.37375745	0.84274685	1.0	374	tags=23%, list=17%, signal=27%	
GO:0006753	GO:0006753		44	0.27619	1.022799	0.39334637	0.9200266	1.0	647	tags=50%, list=29%, signal=69%	
GO:0055086	GO:0055086		39	0.2794112	1.0186955	0.41444868	0.91787064	1.0	351	tags=26%, list=16%, signal=30%	
GO:0009273	GO:0009273		38	0.28243655	1.0091698	0.42250532	0.9370349	1.0	368	tags=24%, list=17%, signal=28%	
GO:0016787	GO:0016787		238	0.2043446	1.0045726	0.4266145	0.93689823	1.0	561	tags=28%, list=25%, signal=34%	
GO:0001510	GO:0001510		18	0.33283725	0.9992422	0.44573644	0.9400958	1.0	521	tags=33%, list=23%, signal=43%	
GO:0044038	GO:0044038		38	0.28243655	0.99285036	0.45790553	0.94659203	1.0	368	tags=24%, list=17%, signal=28%	
GO:0090407	GO:0090407		45	0.26819354	0.99252105	0.47619048	0.9321733	1.0	369	tags=20%, list=17%, signal=23%	
GO:0009991	GO:0009991		15	0.3353011	0.9826961	0.47058824	0.9524753	1.0	172	tags=13%, list=8%, signal=14%	
GO:0072527	GO:0072527		24	0.300003	0.9638189	0.5	1.0	1.0	542	tags=38%, list=24%, signal=49%	
GO:0004673	GO:0004673		15	0.33148736	0.94961727	0.526971	1.0	1.0	533	tags=33%, list=24%, signal=44%	
GO:1901137	GO:1901137		55	0.24300586	0.9401838	0.5980392	1.0	1.0	368	tags=20%, list=17%, signal=23%	
GO:0072528	GO:0072528		21	0.2999076	0.93895364	0.5472837	1.0	1.0	620	tags=38%, list=28%, signal=52%	
GO:0016747	GO:0016747		46	0.25145656	0.9386962	0.5708502	1.0	1.0	489	tags=30%, list=22%, signal=38%	
GO:0009117	GO:0009117		52	0.2445743	0.93811136	0.5737374	1.0	1.0	647	tags=46%, list=29%, signal=64%	
GO:0007154	GO:0007154		23	0.28741723	0.9318662	0.5652174	1.0	1.0	172	tags=13%, list=8%, signal=14%	
GO:0032774	GO:0032774		35	0.2609738	0.92970794	0.55424064	1.0	1.0	272	tags=23%, list=12%, signal=26%	
GO:0065008	GO:0065008		36	0.25942183	0.9276438	0.5900383	1.0	1.0	351	tags=22%, list=16%, signal=26%	
GO:0140299	GO:0140299		20	0.30022684	0.9167192	0.58717436	1.0	1.0	533	tags=35%, list=24%, signal=46%	
GO:0004175	GO:0004175		24	0.27654374	0.9097545	0.58641976	1.0	1.0	540	tags=42%, list=24%, signal=54%	
GO:0016775	GO:0016775		16	0.30904904	0.8945214	0.6007984	1.0	1.0	295	tags=19%, list=13%, signal=21%	
GO:0008610	GO:0008610		35	0.25340044	0.8941806	0.61067194	1.0	1.0	369	tags=23%, list=17%, signal=27%	
GO:0009167	GO:0009167		17	0.30609232	0.893816	0.622449	1.0	1.0	224	tags=18%, list=10%, signal=19%	
GO:0004518	GO:0004518		38	0.24762039	0.89093375	0.6306818	1.0	1.0	293	tags=18%, list=13%, signal=21%	
GO:0065007	GO:0065007		50	0.22896026	0.8854631	0.7016129	1.0	1.0	299	tags=18%, list=13%, signal=20%	
GO:0009165	GO:0009165		42	0.23416115	0.86729383	0.6845238	1.0	1.0	647	tags=45%, list=29%, signal=63%	
GO:0071840	GO:0071840		79	0.20458834	0.8585489	0.75576925	1.0	1.0	640	tags=34%, list=29%, signal=46%	
GO:0004672	GO:0004672		20	0.2734572	0.8432146	0.69087136	1.0	1.0	100	tags=10%, list=5%, signal=10%	
GO:0050896	GO:0050896		55	0.21695678	0.8354862	0.7895717	1.0	1.0	228	tags=13%, list=10%, signal=14%	
GO:0016779	GO:0016779		36	0.23161492	0.8314125	0.7348178	1.0	1.0	489	tags=28%, list=22%, signal=35%	
GO:0016757	GO:0016757		31	0.24000806	0.8272383	0.7586912	1.0	1.0	542	tags=32%, list=24%, signal=42%	
GO:0006260	GO:0006260		36	0.2315401	0.8227395	0.73913044	1.0	1.0	264	tags=17%, list=12%, signal=19%	
GO:0072330	GO:0072330		27	0.2439143	0.8217149	0.7458678	1.0	1.0	286	tags=15%, list=13%, signal=17%	
GO:0016853	GO:0016853		54	0.20396207	0.79623544	0.8595388	1.0	1.0	192	tags=11%, list=9%, signal=12%	
GO:0016887	GO:0016887		88	0.18466483	0.78303784	0.90818363	1.0	1.0	463	tags=20%, list=21%, signal=25%	
GO:0016462	GO:0016462		95	0.18258594	0.7803999	0.90909094	1.0	1.0	463	tags=20%, list=21%, signal=24%	
GO:0008237	GO:0008237		18	0.25959837	0.7797384	0.76862746	1.0	1.0	528	tags=28%, list=24%, signal=36%	
GO:0042221	GO:0042221		19	0.25531042	0.76886666	0.80078125	1.0	1.0	47	tags=11%, list=2%, signal=11%	
GO:0000096	GO:0000096		16	0.2626737	0.7671239	0.782	1.0	1.0	319	tags=19%, list=14%, signal=22%	
GO:0016818	GO:0016818		96	0.17693274	0.76581746	0.9076621	1.0	1.0	463	tags=20%, list=21%, signal=24%	
GO:0007165	GO:0007165		33	0.21503192	0.7527524	0.8630952	1.0	1.0	556	tags=33%, list=25%, signal=44%	
GO:0035556	GO:0035556		33	0.21503201	0.7440445	0.853229	1.0	1.0	556	tags=33%, list=25%, signal=44%	
GO:0140359	GO:0140359		19	0.24721988	0.73042876	0.82669324	1.0	1.0	223	tags=16%, list=10%, signal=17%	
GO:0006790	GO:0006790		40	0.19512385	0.72100294	0.9029126	1.0	1.0	672	tags=35%, list=30%, signal=49%	
GO:0140096	GO:0140096		76	0.17025508	0.7057494	0.94736844	1.0	1.0	574	tags=29%, list=26%, signal=38%	
GO:0042546	GO:0042546		21	0.21969837	0.6906283	0.8828125	1.0	1.0	439	tags=24%, list=20%, signal=29%	
GO:0000160	GO:0000160		32	0.19716252	0.68619716	0.9244186	1.0	1.0	556	tags=31%, list=25%, signal=41%	
GO:0009069	GO:0009069		18	0.22529079	0.685573	0.89432484	1.0	1.0	174	tags=11%, list=8%, signal=12%	
GO:1901360	GO:1901360		125	0.14870515	0.67393273	0.9961832	1.0	1.0	390	tags=15%, list=18%, signal=17%	
GO:0046483	GO:0046483		111	0.15322147	0.67371297	0.99450547	1.0	1.0	372	tags=15%, list=17%, signal=17%	
GO:0005886	GO:0005886		15	0.22771558	0.6614322	0.89837396	1.0	1.0	223	tags=13%, list=10%, signal=15%	
GO:1902495	GO:1902495		15	0.22771558	0.65423197	0.9006211	1.0	1.0	223	tags=13%, list=10%, signal=15%	
GO:0016780	GO:0016780		15	0.22836423	0.6519971	0.8984375	1.0	1.0	1717	tags=100%, list=77%, signal=437%	
GO:0043190	GO:0043190		15	0.22771558	0.64374596	0.9134809	1.0	1.0	223	tags=13%, list=10%, signal=15%	
GO:0098533	GO:0098533		15	0.22771558	0.6431265	0.9444444	1.0	1.0	223	tags=13%, list=10%, signal=15%	
GO:0098797	GO:0098797		15	0.22771558	0.64294255	0.9038855	1.0	1.0	223	tags=13%, list=10%, signal=15%	
GO:1990351	GO:1990351		15	0.22771558	0.6377351	0.92127657	1.0	1.0	223	tags=13%, list=10%, signal=15%	
GO:0044272	GO:0044272		29	0.18494885	0.62226284	0.9669261	1.0	1.0	319	tags=14%, list=14%, signal=16%	
GO:0007049	GO:0007049		33	0.17869717	0.62080616	0.95938104	1.0	1.0	356	tags=21%, list=16%, signal=25%	
GO:0006767	GO:0006767		28	0.18413866	0.62032276	0.974359	1.0	1.0	1817	tags=100%, list=82%, signal=542%	
GO:0051301	GO:0051301		31	0.18128054	0.6187373	0.9677419	1.0	1.0	356	tags=23%, list=16%, signal=27%	
GO:0044255	GO:0044255		36	0.17212036	0.61455905	0.97642434	1.0	1.0	368	tags=17%, list=17%, signal=20%	
GO:0006766	GO:0006766		28	0.18413866	0.6105017	0.962963	1.0	1.0	1817	tags=100%, list=82%, signal=542%	
GO:0009072	GO:0009072		15	0.21544129	0.6044122	0.93413174	1.0	1.0	57	tags=7%, list=3%, signal=7%	
GO:0009110	GO:0009110		25	0.18388715	0.6027985	0.97894734	1.0	1.0	1817	tags=100%, list=82%, signal=542%	
GO:0008173	GO:0008173		15	0.20716678	0.6008427	0.9516129	0.9929494	1.0	521	tags=27%, list=23%, signal=35%	
GO:0018130	GO:0018130		80	0.1318121	0.55106217	1.0	0.9972371	1.0	647	tags=29%, list=29%, signal=39%	
GO:1901362	GO:1901362		94	0.12443062	0.5351852	1.0	0.9914775	1.0	654	tags=28%, list=29%, signal=38%	
