NAME	GS<br> follow link to MSigDB	GS DETAILS	SIZE	ES	NES	NOM p-val	FDR q-val	FWER p-val	RANK AT MAX	LEADING EDGE	
SEP00020	SEP00020	Details ...	28	-0.76577884	-2.5596886	0.0	0.0	0.0	509	tags=89%, list=23%, signal=114%	
SEP00220	SEP00220	Details ...	20	-0.78635925	-2.4091682	0.0	0.0	0.0	247	tags=55%, list=11%, signal=61%	
SEP00785	SEP00785	Details ...	21	-0.749817	-2.3850222	0.0	0.0	0.0	349	tags=67%, list=16%, signal=78%	
SEP00640	SEP00640	Details ...	24	-0.7216054	-2.361457	0.0	0.0	0.0	397	tags=67%, list=18%, signal=80%	
SEP00620	SEP00620	Details ...	47	-0.6057044	-2.3114307	0.0	0.0	0.0	578	tags=57%, list=26%, signal=76%	
SEP00561	SEP00561	Details ...	19	-0.7028547	-2.1658442	0.0	2.1969697E-4	0.001	102	tags=37%, list=5%, signal=38%	
SEP00650	SEP00650	Details ...	19	-0.703893	-2.1476736	0.0	1.8831171E-4	0.001	119	tags=37%, list=5%, signal=39%	
SEP00190	SEP00190	Details ...	24	-0.63987845	-2.0707955	0.0019455253	5.1079545E-4	0.003	502	tags=63%, list=22%, signal=80%	
SEP00630	SEP00630	Details ...	23	-0.6086133	-1.984761	0.0	0.0014252865	0.008	323	tags=43%, list=14%, signal=50%	
SEP03010	SEP03010	Details ...	73	-0.48228082	-1.9701456	0.0	0.0015734847	0.01	410	tags=36%, list=18%, signal=42%	
SEP00010	SEP00010	Details ...	37	-0.48731878	-1.7739787	0.006012024	0.012255811	0.082	547	tags=51%, list=24%, signal=67%	
SEP00270	SEP00270	Details ...	24	-0.43437728	-1.4237049	0.05631068	0.15624247	0.714	224	tags=29%, list=10%, signal=32%	
SEP02020	SEP02020	Details ...	65	-0.34253967	-1.4036121	0.040384617	0.16265784	0.757	383	tags=31%, list=17%, signal=36%	
SEP00250	SEP00250	Details ...	19	-0.45450383	-1.3677865	0.106299214	0.18389341	0.824	195	tags=26%, list=9%, signal=29%	
SEP00260	SEP00260	Details ...	30	-0.3937244	-1.3476492	0.10515464	0.19295965	0.863	323	tags=40%, list=14%, signal=46%	
SEP02024	SEP02024	Details ...	49	-0.34532246	-1.3230826	0.06653226	0.20634653	0.896	654	tags=49%, list=29%, signal=68%	
SEP00970	SEP00970	Details ...	28	-0.38343024	-1.2901893	0.1262525	0.2327844	0.935	631	tags=57%, list=28%, signal=78%	
SEP00030	SEP00030	Details ...	21	-0.3519812	-1.105081	0.34165066	0.4994864	1.0	759	tags=48%, list=34%, signal=71%	
SEP00860	SEP00860	Details ...	16	-0.36492133	-1.0502496	0.38522953	0.58033186	1.0	1014	tags=75%, list=45%, signal=136%	
SEP00230	SEP00230	Details ...	47	-0.27797967	-1.0470271	0.35687023	0.5570515	1.0	414	tags=30%, list=18%, signal=36%	
SEP00680	SEP00680		16	-0.346891	-0.9877324	0.45238096	0.6501469	1.0	457	tags=38%, list=20%, signal=47%	
SEP00061	SEP00061		15	-0.29792196	-0.85042894	0.6858316	0.91678387	1.0	525	tags=33%, list=23%, signal=43%	
SEP00520	SEP00520		20	-0.27103874	-0.84451795	0.6899384	0.8896584	1.0	256	tags=20%, list=11%, signal=22%	
SEP03430	SEP03430		17	-0.28067395	-0.8419839	0.6615385	0.856803	1.0	560	tags=47%, list=25%, signal=62%	
SEP03440	SEP03440		20	-0.27516684	-0.8361619	0.708	0.8329753	1.0	861	tags=60%, list=38%, signal=96%	
SEP03018	SEP03018		15	-0.28871962	-0.81401414	0.72602737	0.83961236	1.0	793	tags=60%, list=35%, signal=92%	
SEP00400	SEP00400		18	-0.26740322	-0.8019241	0.75102043	0.8284686	1.0	609	tags=33%, list=27%, signal=45%	
SEP00564	SEP00564		17	-0.25009167	-0.7362064	0.831068	0.8887674	1.0	569	tags=29%, list=25%, signal=39%	
SEP00790	SEP00790		22	-0.17146184	-0.5386459	0.99019605	0.985792	1.0	845	tags=45%, list=38%, signal=72%	
