TermID	Name	Value	LogSize	Frequency	Uniqueness	Dispensability	Representative
GO:0005975	"carbohydrate metabolic process"	-2.29337256487724	6.220115151808519	5.521546466478484	0.8863416518859115	0.07743733	null
GO:0006066	"alcohol metabolic process"	-1.92945923042711	5.389924108316851	0.8163345541747027	0.7220383841751522	0.34770883	null
GO:0006082	"organic acid metabolic process"	-1.74058126108695	6.427206226819538	8.895121929802153	0.6087945365662748	0.46948191	null
GO:0006793	"phosphorus metabolic process"	-1.5181203755276	6.597690579747489	13.171532602957267	0.8413331216035415	0.17649087	null
GO:0006796	"phosphate-containing compound metabolic process"	-1.53581322259452	6.587332728496576	12.861110135431437	0.8138579552607484	0.11335925	null
GO:0008643	"carbohydrate transport"	-1.96394000313535	5.304509915487243	0.6705846414536847	0.8892191611925906	0	null
GO:0009056	"catabolic process"	-1.96601249406752	6.260468037413432	6.059177012419161	0.9213947793187794	0.08620057	null
GO:0009064	"glutamine family amino acid metabolic process"	-2.11063084138281	5.567060496362567	1.2274538166460176	0.5818354002882263	0	null
GO:0009401	"phosphoenolpyruvate-dependent sugar phosphotransferase system"	-1.90829627359949	4.820378820405488	0.21994702591547136	0.8529853233485163	0.47325313	null
GO:0010467	"gene expression"	-1.69798483751493	6.465111183714701	9.706370753664654	0.862158767414652	0.09998165	null
GO:0015980	"energy derivation by oxidation of organic compounds"	-1.91588029014455	5.611345126683129	1.3592204656440126	0.818330724721261	0.08274346	null
GO:0019318	"hexose metabolic process"	-1.97628383928312	5.315283743599112	0.6874284205910277	0.6664558950979297	0.34133802	null
GO:0019538	"protein metabolic process"	-1.60433680757982	6.7492881892860686	18.67385374490695	0.7616290045802045	0.29468075	null
GO:0043648	"dicarboxylic acid metabolic process"	-1.8151945	5.486525403978126	1.019693916867834	0.6409752558524081	0.49858429	null
GO:0043650	"dicarboxylic acid biosynthetic process"	-1.6627815	5.24299089415411	0.5820151013926319	0.6392383064167481	0.46929794	null
GO:0044238	"primary metabolic process"	-1.96652625361427	7.210955285610252	54.063119334849006	0.8771825959562789	0.08391968	null
GO:0044281	"small molecule metabolic process"	-1.87595766237647	6.658602684396198	15.15473791824727	0.907160433309521	0.11778626	null
GO:0071702	"organic substance transport"	-1.66438041723662	6.261021262477039	6.066900404037823	0.890464228207527	0.41981536	null
GO:0098655	"monoatomic cation transmembrane transport"	-1.77280317502916	5.944016048508633	2.923892461650467	0.8517647001105849	0.47366781	null
GO:0098662	"inorganic cation transmembrane transport"	-1.9060086886597	5.841229913729291	2.307677570153143	0.852739095430104	0.31442957	null
GO:1901564	"organonitrogen compound metabolic process"	-1.36380769328277	6.955086199151694	29.993834591427927	0.8308384583558318	0.16198719	null
GO:1901615	"organic hydroxy compound metabolic process"	-1.96159354765337	5.555437877192316	1.1950401855849182	0.918120950834982	0.04921674	null
