NAME	GS<br> follow link to MSigDB	GS DETAILS	SIZE	ES	NES	NOM p-val	FDR q-val	FWER p-val	RANK AT MAX	LEADING EDGE	
SEP00190	SEP00190	Details ...	24	-0.75532246	-2.354493	0.0	0.0	0.0	358	tags=71%, list=16%, signal=83%	
SEP00020	SEP00020	Details ...	28	-0.61213756	-1.9488249	0.0	0.00365448	0.006	699	tags=79%, list=31%, signal=113%	
SEP00010	SEP00010	Details ...	37	-0.565921	-1.9155091	0.0	0.0035827844	0.009	421	tags=49%, list=19%, signal=59%	
SEP00785	SEP00785	Details ...	21	-0.6231757	-1.8533806	0.0	0.007293866	0.022	421	tags=62%, list=19%, signal=75%	
SEP00650	SEP00650	Details ...	19	-0.64275956	-1.8485341	0.0	0.006078571	0.023	519	tags=53%, list=23%, signal=68%	
SEP00220	SEP00220	Details ...	20	-0.5900129	-1.7623217	0.0068610637	0.015158255	0.068	394	tags=50%, list=18%, signal=60%	
SEP00640	SEP00640	Details ...	24	-0.5768104	-1.7621318	0.0	0.01299279	0.068	421	tags=58%, list=19%, signal=71%	
SEP00620	SEP00620	Details ...	47	-0.48425648	-1.7153872	0.0045454544	0.020204086	0.122	604	tags=51%, list=27%, signal=68%	
SEP00630	SEP00630	Details ...	23	-0.5490989	-1.6961508	0.008305647	0.021995729	0.144	508	tags=57%, list=23%, signal=72%	
SEP00561	SEP00561	Details ...	19	-0.5697329	-1.6774997	0.008196721	0.024570575	0.179	388	tags=37%, list=17%, signal=44%	
SEP00860	SEP00860	Details ...	16	-0.5801328	-1.616308	0.021416804	0.03760231	0.287	681	tags=56%, list=30%, signal=80%	
SEP00260	SEP00260	Details ...	30	-0.46274558	-1.4988171	0.031347964	0.08915114	0.577	472	tags=53%, list=21%, signal=67%	
SEP00250	SEP00250	Details ...	19	-0.5142383	-1.4844397	0.06138934	0.09137817	0.618	545	tags=53%, list=24%, signal=69%	
SEP00270	SEP00270	Details ...	24	-0.47104597	-1.4818809	0.043117743	0.086678185	0.627	489	tags=46%, list=22%, signal=58%	
SEP02020	SEP02020	Details ...	65	-0.37756145	-1.4318148	0.031976745	0.11331423	0.745	586	tags=42%, list=26%, signal=55%	
SEP00680	SEP00680	Details ...	16	-0.4724832	-1.3060937	0.15041323	0.22594954	0.938	444	tags=50%, list=20%, signal=62%	
SEP00030	SEP00030	Details ...	21	-0.3593039	-1.063196	0.37628865	0.61906034	1.0	275	tags=24%, list=12%, signal=27%	
SEP00564	SEP00564	Details ...	17	-0.3658478	-1.0427043	0.4218241	0.62540907	1.0	463	tags=24%, list=21%, signal=29%	
SEP00770	SEP00770	Details ...	18	-0.3576529	-1.0224344	0.4362069	0.6350226	1.0	454	tags=28%, list=20%, signal=35%	
SEP02024	SEP02024	Details ...	49	-0.27437052	-0.9929082	0.49155146	0.6616097	1.0	526	tags=35%, list=23%, signal=44%	
SEP02010	SEP02010		81	-0.24297382	-0.96551913	0.53672314	0.684246	1.0	422	tags=26%, list=19%, signal=31%	
SEP03018	SEP03018		15	-0.30958155	-0.84725153	0.6761745	0.88101953	1.0	403	tags=27%, list=18%, signal=32%	
SEP03440	SEP03440		20	-0.27964044	-0.81877965	0.74666667	0.8924587	1.0	675	tags=45%, list=30%, signal=64%	
SEP00400	SEP00400		18	-0.27115762	-0.78382385	0.7671692	0.91768736	1.0	721	tags=39%, list=32%, signal=57%	
SEP00240	SEP00240		26	-0.2370785	-0.7565939	0.8390093	0.9218508	1.0	685	tags=42%, list=30%, signal=60%	
SEP03430	SEP03430		17	-0.24407484	-0.68702507	0.895	0.9715766	1.0	701	tags=35%, list=31%, signal=51%	
SEP00061	SEP00061		15	-0.23326924	-0.62952226	0.9135593	0.9807065	1.0	738	tags=40%, list=33%, signal=59%	
SEP00520	SEP00520		20	-0.17723635	-0.5186231	0.9836601	0.98745507	1.0	220	tags=10%, list=10%, signal=11%	
